Ticker,Price,Market Cap,Date
PCL,0.002882,2748613.60,01/08/2018
PUT,0.06045,2737936.13,01/08/2018
SYNX,0.1401,2735598.97,01/08/2018
ZLA,0.07018,2734737.25,01/08/2018
LEDU,0.01236,2692125.83,01/08/2018
OTN,1.38,2676064.54,01/08/2018
SENSE,0.01491,2672810.89,01/08/2018
PFR,0.02975,2647485.79,01/08/2018
IND,0.07128,2644157.88,01/08/2018
GLC,0.06318,2601898.20,01/08/2018
PBL,0.1394,2590781.27,01/08/2018
DTH,0.03573,2590466.64,01/08/2018
KORE,1.28,2585004.98,01/08/2018
DOV,0.03239,2583530.66,01/08/2018
LND,0.004275,2542641.51,01/08/2018
USNBT,0.213,2529566.97,01/08/2018
GETX,0.00839,2517130.23,01/08/2018
AVA,0.08895,2510800.58,01/08/2018
BETR,0.01557,2499661.27,01/08/2018
TRAK,0.02976,2491929.70,01/08/2018
ERC,0.2441,2465594.38,01/08/2018
ZIPT,0.01253,2464086.49,01/08/2018
DOPE,0.02107,2462418.40,01/08/2018
SETH,0.1427,2457939.46,01/08/2018
LWF,0.02556,2439719.40,01/08/2018
ALT,19.69,2425347.18,01/08/2018
FLDC,0.003808,2423465.27,01/08/2018
BELA,0.06494,2421164.39,01/08/2018
AUR,0.2777,2404246.60,01/08/2018
CPC,1.21,2401295.19,01/08/2018
INSTAR,0.01828,2396145.59,01/08/2018
YOC,0.02134,2394115.73,01/08/2018
ATB,0.05678,2387021.66,01/08/2018
CCRB,0.09662,2385579.49,01/08/2018
LDC,0.002988,2344053.67,01/08/2018
STA,0.4494,2337087.90,01/08/2018
MSR,0.3508,2335655.37,01/08/2018
BLUE,0.06318,2315107.79,01/08/2018
ARY,0.03377,2311037.74,01/08/2018
KB3,0.003151,2302497.85,01/08/2018
CPAY,0.03365,2276668.69,01/08/2018
ATL,0.06004,2254613.22,01/08/2018
XHI,0.0005081,2253025.90,01/08/2018
SPR,0.2157,2243741.96,01/08/2018
MEME,0.09738,2235133.74,01/08/2018
GEO,0.7048,2234507.33,01/08/2018
ZZC,1.15,2233925.15,01/08/2018
SIG,0.007773,2219531.49,01/08/2018
SHP,0.1291,2218270.32,01/08/2018
HGT,0.008425,2215942.79,01/08/2018
HQX,0.01465,2213174.64,01/08/2018
NXC,0.03304,2197521.28,01/08/2018
LALA,0.01153,2186882.50,01/08/2018
GAT,0.004125,2185823.79,01/08/2018
AUC,0.1308,2184170.03,01/08/2018
BLU,0.003779,2172006.26,01/08/2018
ZEPH,0.01712,2156865.27,01/08/2018
SPHR,0.6975,2150358.16,01/08/2018
INXT,3.40,2139911.90,01/08/2018
QWARK,0.03583,2134733.87,01/08/2018
VSL,0.06391,2133896.05,01/08/2018
OPT,0.01522,2131468.56,01/08/2018
SSS,0.0008369,2129197.05,01/08/2018
0xBTC,0.7023,2088179.46,01/08/2018
EBST,0.1033,2065340.28,01/08/2018
CFUN,0.004794,2058846.01,01/08/2018
TIPS,0.000009664,2051311.04,01/08/2018
BSTN,0.0005914,2050423.73,01/08/2018
TRC,0.08938,2049880.20,01/08/2018
DGX,41.03,2046423.07,01/08/2018
SXUT,0.08324,2041881.55,01/08/2018
ETT,0.03279,2037341.28,01/08/2018
CBX,2.00,2035554.39,01/08/2018
AMLT,0.02407,2034158.01,01/08/2018
GLA,0.1446,2025166.74,01/08/2018
2GIVE,0.003887,2021986.74,01/08/2018
WRC,0.01131,2014404.78,01/08/2018
SPD,0.2709,2012378.47,01/08/2018
EXCL,0.4269,2010384.01,01/08/2018
CRAVE,0.1307,2008778.71,01/08/2018
FDX,0.0191,2005275.20,01/08/2018
HORSE,0.01864,1970332.91,01/08/2018
FTX,0.02317,1969151.55,01/08/2018
QRK,0.00766,1961406.63,01/08/2018
BRX,0.3129,1961354.41,01/08/2018
CHIPS,0.09326,1958033.54,01/08/2018
HUC,0.08239,1957843.60,01/08/2018
ADS,0.09747,1888809.42,01/08/2018
SGR,0.0967,1883337.71,01/08/2018
TRTT,0.02891,1859056.26,01/08/2018
IPSX,0.002303,1847826.00,01/08/2018
JUP,0.1336,1816677.61,01/08/2018
CHX,0.03101,1816230.67,01/08/2018
VIT,0.007849,1811144.62,01/08/2018
ETBS,1.29,1799846.93,01/08/2018
RAIN,0.007095,1791786.59,01/08/2018
NRVE,0.03816,1790871.58,01/08/2018
LIFE,0.00007608,1783505.48,01/08/2018
VZT,0.03045,1774539.35,01/08/2018
CANN,0.02287,1766570.34,01/08/2018
SUMO,0.2728,1753374.57,01/08/2018
GOOD,0.002809,1743274.97,01/08/2018
PIX,0.01273,1722767.44,01/08/2018
VRM,0.9946,1719484.60,01/08/2018
SXC,0.01339,1709851.43,01/08/2018
CAT,0.232,1707874.33,01/08/2018
WISH,0.09061,1705749.85,01/08/2018
ZEIT,0.00004602,1701278.55,01/08/2018
DERO,0.5192,1698336.41,01/08/2018
RUPX,0.05359,1694684.80,01/08/2018
MVC,0.01615,1686990.96,01/08/2018
PLAY,0.01409,1686824.49,01/08/2018
SEND,0.05213,1672025.59,01/08/2018
KNDC,0.0003043,1664954.21,01/08/2018
STAR,0.008748,1640235.25,01/08/2018
DOR,0.008382,1626375.47,01/08/2018
ATMOS,0.01613,1622922.31,01/08/2018
BRK,0.08503,1611306.73,01/08/2018
BBP,0.001931,1605119.88,01/08/2018
SPF,0.02958,1562428.95,01/08/2018
IXC,0.07246,1522478.50,01/08/2018
BUZZ,0.00007615,1514239.62,01/08/2018
ADC,0.001659,1510005.42,01/08/2018
REX,0.1743,1509715.47,01/08/2018
ANC,0.7152,1509199.39,01/08/2018
HYP,0.001163,1507824.13,01/08/2018
KRB,0.2395,1502673.99,01/08/2018
N8V,0.06056,1485687.70,01/08/2018
JOT,0.1643,1474873.93,01/08/2018
CEN,0.06409,1466363.09,01/08/2018
XNN,0.004884,1465187.69,01/08/2018
VOISE,0.002784,1452390.61,01/08/2018
BITS,0.3717,1444025.09,01/08/2018
SHL,0.01703,1442350.65,01/08/2018
PTT,0.001316,1414891.43,01/08/2018
CL,0.01999,1412713.87,01/08/2018
LDOGE,0.00009342,1406313.26,01/08/2018
I0C,0.06657,1397485.09,01/08/2018
TKA,0.03316,1397284.55,01/08/2018
UFO,0.0003804,1389243.11,01/08/2018
ODN,0.05521,1380238.96,01/08/2018
MFG,0.00831,1337264.25,01/08/2018
NAVI,0.005491,1331742.93,01/08/2018
D,0.3961,1325250.19,01/08/2018
BIO,0.001923,1317104.30,01/08/2018
HUSH,0.2956,1306871.78,01/08/2018
AHT,0.1632,1305480.60,01/08/2018
FSBT,0.3693,1295911.73,01/08/2018
OOT,0.03975,1287795.90,01/08/2018
BOUTS,0.01668,1278073.23,01/08/2018
BPL,0.05698,1270395.03,01/08/2018
NTRN,0.03418,1268990.45,01/08/2018
BON,0.1118,1262733.46,01/08/2018
GCN,0.000007891,1255271.05,01/08/2018
MBI,0.07448,1252998.06,01/08/2018
FOR,0.009094,1252117.30,01/08/2018
TEAM,0.1199,1250987.78,01/08/2018
ZOI,0.06869,1242520.88,01/08/2018
REF,1.70,1241670.87,01/08/2018
BBO,0.004155,1239729.87,01/08/2018
TGAME,0.01893,1228724.48,01/08/2018
SKIN,0.01386,1222067.06,01/08/2018
EGC,0.08911,1216482.92,01/08/2018
POSW,0.02701,1191072.05,01/08/2018
PING,0.1196,1190277.39,01/08/2018
MOTO,0.06025,1183475.06,01/08/2018
ING,0.02953,1181397.36,01/08/2018
CARBON,0.0000762,1172915.13,01/08/2018
ELY,0.01487,1167693.56,01/08/2018
THRT,0.01282,1161523.63,01/08/2018
PUT,0.002264,1154255.80,01/08/2018
PMNT,0.001875,1146047.83,01/08/2018
ONL,0.05676,1145137.47,01/08/2018
CDX,0.03512,1143085.04,01/08/2018
TBX,0.09996,1139621.58,01/08/2018
EFL,0.06701,1134037.17,01/08/2018
DAN,0.03218,1130650.16,01/08/2018
XBP,0.003196,1124369.42,01/08/2018
XLA,0.0003742,1116164.54,01/08/2018
EZT,0.09575,1101606.03,01/08/2018
PYLNT,3.03,1099622.34,01/08/2018
V,0.002127,1088728.56,01/08/2018
RC,0.1299,1088661.16,01/08/2018
HAC,0.003364,1088142.97,01/08/2018
CC,0.002367,1083295.79,01/08/2018
ADI,0.004603,1077696.77,01/08/2018
FYP,0.06086,1073562.15,01/08/2018
BOB,0.01371,1072977.18,01/08/2018
NOBL,0.0004565,1065346.37,01/08/2018
FND,0.03389,1064732.54,01/08/2018
HERO,222.75,1063166.16,01/08/2018
NIO,0.0141,1056501.55,01/08/2018
VIU,0.001296,1053119.44,01/08/2018
ENIX,0.02187,1044105.72,01/08/2018
TRTL,0.00005261,1043516.27,01/08/2018
BTM,0.1124,1042688.51,01/08/2018
CREA,0.06702,1040464.93,01/08/2018
AIX,0.04766,990611.37,01/08/2018
808,0.000004505,990445.95,01/08/2018
TRUST,0.03081,988666.37,01/08/2018
AMN,0.004235,986789.88,01/08/2018
DGC,0.03309,984380.98,01/08/2018
LTHN,0.002264,974865.09,01/08/2018
CRED,0.07169,968429.25,01/08/2018
CHC,0.06208,957145.14,01/08/2018
PHI,0.1895,955814.18,01/08/2018
ORE,0.5172,953226.89,01/08/2018
IFLT,0.00002125,951628.62,01/08/2018
TIE,0.02321,947371.89,01/08/2018
ACE,0.09771,942562.93,01/08/2018
FUNK,0.00001946,940184.63,01/08/2018
DFT,0.1172,933712.59,01/08/2018
ERG,2.35,933675.42,01/08/2018
42,21660.53,909741.66,01/08/2018
AMM,0.07713,888908.45,01/08/2018
UNI,0.02861,883122.09,01/08/2018
POP,0.0002282,872679.27,01/08/2018
EBTC,0.0459,867380.02,01/08/2018
ONG,0.02571,863561.50,01/08/2018
TZC,0.008977,859273.33,01/08/2018
VSX,0.005276,847166.25,01/08/2018
XMG,0.1027,832872.37,01/08/2018
TES,0.0108,822036.89,01/08/2018
MNTP,0.4276,818880.89,01/08/2018
XSG,0.1304,815801.35,01/08/2018
XPTX,0.6852,814853.22,01/08/2018
ZER,0.2652,796235.54,01/08/2018
VULC,0.0001523,784690.03,01/08/2018
KRL,0.07303,775807.34,01/08/2018
BRDG,0.0034,775474.82,01/08/2018
CRC,0.1685,768763.49,01/08/2018
PHO,0.00003191,767401.40,01/08/2018
BTW,0.02104,764342.65,01/08/2018
WAND,0.06239,763860.44,01/08/2018
CRB,0.04573,763285.07,01/08/2018
TRCT,0.02827,760751.87,01/08/2018
HOLD,0.00094,758182.82,01/08/2018
FOXT,0.1106,755404.53,01/08/2018
GMT,0.004416,752090.33,01/08/2018
MAGE,0.1004,746434.22,01/08/2018
UNB,0.3268,744549.36,01/08/2018
FT,0.03011,740493.49,01/08/2018
APR,0.2222,733367.77,01/08/2018
WDC,0.006086,727976.66,01/08/2018
XGOX,0.0003045,724619.90,01/08/2018
FGC,0.1112,716332.60,01/08/2018
SGN,0.008121,711691.69,01/08/2018
NDC,0.01724,707055.80,01/08/2018
VIVO,0.2929,705146.26,01/08/2018
LIVE,0.01765,701119.34,01/08/2018
DEUS,0.06284,696265.07,01/08/2018
FANS,0.151,695035.03,01/08/2018
CDN,0.007133,694880.51,01/08/2018
EQT,0.06353,693268.48,01/08/2018
DAY,0.9332,687635.12,01/08/2018
MTNC,0.01278,687475.43,01/08/2018
ARG,0.06843,679884.63,01/08/2018
KOBO,0.02731,674631.87,01/08/2018
BYC,0.298,669297.19,01/08/2018
NLX,0.01634,661466.51,01/08/2018
TCC,0.003959,652896.27,01/08/2018
DCY,0.0003804,652614.70,01/08/2018
DP,0.03245,641868.83,01/08/2018
HIRE,0.01977,637237.40,01/08/2018
RTB,0.05559,627118.50,01/08/2018
DEM,0.01523,619018.30,01/08/2018
STAC,0.002191,618617.56,01/08/2018
KEK,0.05744,615554.28,01/08/2018
DIX,0.000006107,610735.15,01/08/2018
ZNY,0.008075,610567.85,01/08/2018
LNC,0.005079,610135.14,01/08/2018
ELLA,0.06045,608071.07,01/08/2018
CJT,0.005383,607454.39,01/08/2018
IC,0.7385,605578.94,01/08/2018
UNIC,0.1978,602748.46,01/08/2018
FJC,0.0004575,599719.40,01/08/2018
NET,0.0007608,598846.81,01/08/2018
INN,0.1467,595568.26,01/08/2018
SUPER,0.01198,590076.79,01/08/2018
RNS,0.0175,583678.78,01/08/2018
ARC,0.02333,582143.26,01/08/2018
BTDX,0.02389,581438.62,01/08/2018
ORB,0.1796,578503.60,01/08/2018
EPY,0.07311,577510.22,01/08/2018
TSE,0.006385,577328.43,01/08/2018
MAC,0.02693,577301.80,01/08/2018
TDX,0.06068,576471.73,01/08/2018
OPC,0.0003066,569925.74,01/08/2018
TIG,0.03789,566874.24,01/08/2018
LOG,0.07022,564246.83,01/08/2018
PCN,0.00002846,563924.40,01/08/2018
XMCC,0.09644,563333.72,01/08/2018
SMLY,0.00002166,562292.93,01/08/2018
EARTH,0.002672,548539.77,01/08/2018
RIYA,0.3462,547455.55,01/08/2018
MANNA,0.001978,541219.36,01/08/2018
KLN,0.7708,539996.84,01/08/2018
GRIM,0.002054,538586.79,01/08/2018
MOIN,0.06909,535852.21,01/08/2018
EL,0.04779,535724.99,01/08/2018
BRIA,0.72,535270.18,01/08/2018
ZENI,0.0005326,532993.63,01/08/2018
SMS,5.06,529864.52,01/08/2018
ONX,0.004945,529497.06,01/08/2018
XPD,0.008263,528806.61,01/08/2018
MAG,0.01652,522688.80,01/08/2018
FRST,0.01663,518911.30,01/08/2018
ADZ,0.01176,517517.11,01/08/2018
HPAY,0.03445,515046.56,01/08/2018
GOLF,0.0003043,512881.51,01/08/2018
ITT,0.0523,512488.53,01/08/2018
MORE,0.2539,507775.43,01/08/2018
MRT,0.05075,507488.44,01/08/2018
EQL,0.001558,506104.44,01/08/2018
JIYO,0.08293,505857.60,01/08/2018
FLT,0.001137,496447.11,01/08/2018
ESZ,0.1001,494728.47,01/08/2018
XCN,0.001141,490762.13,01/08/2018
MXT,0.1592,486710.92,01/08/2018
MAZA,0.0004565,481744.68,01/08/2018
JC,0.00002523,464049.04,01/08/2018
ORI,0.1094,462209.07,01/08/2018
LINX,0.01681,461087.20,01/08/2018
DRPU,0.1298,458263.29,01/08/2018
STAK,0.06673,450859.60,01/08/2018
PIGGY,0.0009129,447863.54,01/08/2018
NOBS,0.0006086,446015.60,01/08/2018
DSH,0.02527,444186.48,01/08/2018
BTRN,0.01387,441042.42,01/08/2018
GENE,0.00152,425310.98,01/08/2018
INPAY,0.04253,425287.78,01/08/2018
LANA,0.0004556,422912.29,01/08/2018
NSR,0.0001522,422640.31,01/08/2018
FLIK,0.006999,420827.88,01/08/2018
RLT,0.04108,419782.18,01/08/2018
DTX,0.01894,418659.94,01/08/2018
BBI,0.08414,416362.98,01/08/2018
SUR,1.87,414902.40,01/08/2018
BDL,0.002358,414111.42,01/08/2018
CASH,0.008677,413680.64,01/08/2018
TRK,0.002054,413267.68,01/08/2018
TALK,0.006315,412287.43,01/08/2018
NKA,0.000025,408136.44,01/08/2018
ZINC,0.1236,407647.55,01/08/2018
TDS,0.03951,406146.25,01/08/2018
MAO,0.06467,405904.46,01/08/2018
UIS,0.006771,398249.68,01/08/2018
IETH,0.02206,396624.16,01/08/2018
BITBTC,7748.42,395297.46,01/08/2018
NYAN,0.001221,394054.89,01/08/2018
BRO,0.05831,386399.78,01/08/2018
VIP,0.0003043,383387.87,01/08/2018
ATS,0.003804,380308.87,01/08/2018
Q2C,0.001522,378911.19,01/08/2018
NOX,0.05075,374960.66,01/08/2018
START,0.008302,374263.43,01/08/2018
TRUMP,0.05668,374227.25,01/08/2018
BIGUP,0.0001728,369441.41,01/08/2018
PXC,0.005402,368856.24,01/08/2018
SKC,0.02739,367583.04,01/08/2018
EDRC,0.1324,367151.70,01/08/2018
HBN,0.005706,366048.43,01/08/2018
INSN,0.01674,365637.32,01/08/2018
DMB,0.004184,362982.96,01/08/2018
UNIFY,0.02029,362378.70,01/08/2018
BITSILVER,16.54,359837.50,01/08/2018
JET,0.05264,359227.81,01/08/2018
SCT,0.06003,358485.69,01/08/2018
ZET,0.002109,355318.78,01/08/2018
DTRC,0.002776,354708.82,01/08/2018
TROLL,0.0006086,351608.92,01/08/2018
BTA,0.06944,349746.50,01/08/2018
VRS,0.0251,349002.21,01/08/2018
KZC,0.2646,341367.80,01/08/2018
GRWI,0.2853,340133.88,01/08/2018
ELE,0.01293,338150.55,01/08/2018
FST,0.00213,334263.72,01/08/2018
FYN,0.3582,332154.91,01/08/2018
TRI,2.85,331334.80,01/08/2018
XJO,0.009069,329873.38,01/08/2018
WHL,0.0321,327221.01,01/08/2018
ITI,10.16,325171.72,01/08/2018
GUN,0.001446,321957.75,01/08/2018
ELTCOIN,0.003525,317261.01,01/08/2018
EBCH,0.03407,316358.92,01/08/2018
OCL,0.006787,315586.96,01/08/2018
REC,0.02466,315561.98,01/08/2018
BITS,0.01598,312380.96,01/08/2018
STU,0.0065,312282.68,01/08/2018
MCAP,0.02933,307654.68,01/08/2018
OPAL,0.02016,305409.37,01/08/2018
WILD,0.01246,303673.58,01/08/2018
ECASH,0.02145,302509.71,01/08/2018
XVC,0.0194,299747.10,01/08/2018
RIC,0.006695,295580.07,01/08/2018
TAG,0.04561,293423.32,01/08/2018
BSM,0.000296,282882.66,01/08/2018
SAGA,0.06033,276303.55,01/08/2018
PLAN,0.04945,270607.41,01/08/2018
RBT,0.001369,270575.76,01/08/2018
XPY,0.02264,269874.58,01/08/2018
BTCS,0.01506,265364.21,01/08/2018
BITGOLD,1392.95,263942.27,01/08/2018
CNT,0.003373,261993.85,01/08/2018
BLC,0.01377,261037.34,01/08/2018
BTB,6.76,257661.07,01/08/2018
KUSH,0.04559,254553.88,01/08/2018
QVT,0.03473,254457.22,01/08/2018
XMCT,0.02304,251565.26,01/08/2018
ARI,0.001065,247568.83,01/08/2018
MNE,0.07042,245767.45,01/08/2018
UTC,0.005097,243535.59,01/08/2018
MBRS,0.004869,243456.34,01/08/2018
BRIT,0.01141,242711.81,01/08/2018
CRM,0.005341,240942.96,01/08/2018
ARCO,0.1297,240223.42,01/08/2018
TNS,0.007653,239273.45,01/08/2018
HAL,0.03888,239150.35,01/08/2018
HODL,0.001446,237561.31,01/08/2018
GRMD,0.02057,235874.81,01/08/2018
EVIL,0.01119,235214.30,01/08/2018
BTWTY,230340.89,234026.34,01/08/2018
PR,1.19,233782.70,01/08/2018
SLG,0.05478,232312.47,01/08/2018
AMMO,0.002967,230776.32,01/08/2018
NMS,0.08369,230215.71,01/08/2018
IRL,0.006467,230058.98,01/08/2018
MARS,0.007988,225904.87,01/08/2018
KBR,0.00197,225369.04,01/08/2018
JEW,0.001935,219697.63,01/08/2018
SDRN,0.004945,218216.66,01/08/2018
ATOM,0.0127,217704.06,01/08/2018
AIB,0.006749,217547.96,01/08/2018
TEK,0.0001522,215162.84,01/08/2018
ARCT,0.002366,214124.16,01/08/2018
YUP,0.001508,212480.64,01/08/2018
ETG,0.01757,210841.39,01/08/2018
J,0.06649,209470.73,01/08/2018
PROC,0.002054,203566.16,01/08/2018
BSTY,0.01365,202761.65,01/08/2018
ACC,0.4456,200348.92,01/08/2018
VOT,0.005785,198816.54,01/08/2018
GLC,0.003046,198505.61,01/08/2018
POST,0.01238,196487.43,01/08/2018
ACC,0.02972,194697.29,01/08/2018
CHESS,0.003501,189187.80,01/08/2018
BLZ,0.0003073,186981.73,01/08/2018
TGC,0.00426,185487.93,01/08/2018
GAP,0.01339,182404.61,01/08/2018
KURT,0.002955,181302.44,01/08/2018
EBET,0.02103,178840.31,01/08/2018
XRH,0.009586,175209.64,01/08/2018
WIN,0.04676,169753.82,01/08/2018
SPK,0.05753,169222.00,01/08/2018
WGO,0.01697,151654.42,01/08/2018
NTWK,0.009669,150766.51,01/08/2018
300,486.91,146073.80,01/08/2018
BITEUR,1.30,139742.51,01/08/2018
LTB,0.1397,132031.64,01/08/2018
ASAFE,0.01416,130801.43,01/08/2018
INFX,0.07418,124128.40,01/08/2018
STN,0.04222,123571.38,01/08/2018
QTL,0.01567,120974.20,01/08/2018
EAGLE,0.05486,114835.10,01/08/2018
HC,0.03127,107754.16,01/08/2018
CRC,0.02955,100194.06,01/08/2018
GUESS,0.003726,98203.23,01/08/2018
XCO,0.007706,95433.09,01/08/2018
OCC,0.2161,89923.67,01/08/2018
GRLC,0.007922,82257.32,01/08/2018
PNX,0.002434,68484.53,01/08/2018
FRV,0.000008654,65088.73,01/08/2018
DSR,0.01741,52151.56,01/08/2018
SFC,0.003596,50643.26,01/08/2018
VEC2,0.002815,49157.15,01/08/2018
ELS,0.003652,48079.43,01/08/2018
MAY,0.0007608,44111.55,01/08/2018
ADCN,0.001594,39735.69,01/08/2018
TOK,0.03872,39562.93,01/08/2018
LBTC,0.0007008,20280.48,01/08/2018
ARB,0.001978,18828.13,01/08/2018
BSC,0.003195,17734.60,01/08/2018
PRC,0.0006847,15787.06,01/08/2018
BTC,7193.25,124044600177.12,01/09/2018
ETH,295.34,30035361896.84,01/09/2018
XRP,0.3477,13787210214.26,01/09/2018
BCH,615.31,10660637868.95,01/09/2018
EOS,6.64,6021068842.51,01/09/2018
XLM,0.2297,4312652007.43,01/09/2018
LTC,65.95,3832231285.39,01/09/2018
ADA,0.1068,2769714790.38,01/09/2018
USDT,0.9968,2733402439.87,01/09/2018
MIOTA,0.7395,2055378941.02,01/09/2018
XMR,120.97,1980330718.54,01/09/2018
DASH,220.74,1830096211.32,01/09/2018
TRX,0.02659,1748221892.02,01/09/2018
NEO,22.50,1462786264.42,01/09/2018
ETC,13.22,1378166505.68,01/09/2018
BNB,11.38,1086872405.94,01/09/2018
VET,0.01818,1007964090.31,01/09/2018
XEM,0.1109,998528413.36,01/09/2018
XTZ,1.41,854709890.63,01/09/2018
ZEC,158.06,743768946.26,01/09/2018
DOGE,0.006278,727970455.67,01/09/2018
OMG,4.50,630888622.75,01/09/2018
LSK,4.70,515901729.69,01/09/2018
ONT,2.62,482055135.54,01/09/2018
BCN,0.00261,480259558.27,01/09/2018
QTUM,4.87,432804520.03,01/09/2018
ZRX,0.8038,432021892.58,01/09/2018
NANO,3.07,409007271.60,01/09/2018
BTG,22.12,380653604.36,01/09/2018
DCR,44.70,375228574.58,01/09/2018
DGB,0.0342,367229326.95,01/09/2018
ICX,0.9434,365499687.71,01/09/2018
ZIL,0.0469,357193053.68,01/09/2018
BTS,0.1258,334037181.77,01/09/2018
MKR,486.04,324787980.18,01/09/2018
AE,1.20,279855497.87,01/09/2018
SC,0.007594,277956526.93,01/09/2018
STEEM,0.9923,272270737.01,01/09/2018
XVG,0.01764,267584082.75,01/09/2018
BAT,0.2276,227620497.35,01/09/2018
BTM,0.224,224543143.40,01/09/2018
REP,20.32,223491714.48,01/09/2018
WAVES,2.22,221903252.60,01/09/2018
NPXS,0.001946,208321410.26,01/09/2018
BCD,1.33,205245015.21,01/09/2018
WTC,4.88,195815232.17,01/09/2018
GNT,0.1852,177668104.71,01/09/2018
ETP,3.50,175673831.56,01/09/2018
STRAT,1.71,169408645.97,01/09/2018
PPT,4.41,163363178.50,01/09/2018
RHOC,0.4129,157317227.56,01/09/2018
SNT,0.04439,154042649.76,01/09/2018
KMD,1.39,152523273.36,01/09/2018
WAN,1.43,152317001.68,01/09/2018
HC,3.37,146365005.75,01/09/2018
MOAC,2.30,143848304.94,01/09/2018
IOST,0.01706,143313328.92,01/09/2018
KCS,1.45,131838877.17,01/09/2018
AION,0.6196,128256383.21,01/09/2018
MAID,0.2813,127281701.10,01/09/2018
MITH,0.3323,125258072.65,01/09/2018
DCN,0.0003658,118978152.71,01/09/2018
ARDR,0.119,118903219.92,01/09/2018
HOT,0.0008827,117587198.70,01/09/2018
LINK,0.3283,114890167.12,01/09/2018
RDD,0.00395,113801977.66,01/09/2018
HT,2.21,110430217.43,01/09/2018
DGD,53.78,107560729.98,01/09/2018
ELF,0.4278,106961131.10,01/09/2018
CNX,2.25,102094166.17,01/09/2018
ARK,0.932,97754092.14,01/09/2018
XIN,218.37,96634524.82,01/09/2018
BTCP,4.69,96163371.33,01/09/2018
NAS,2.02,92013456.94,01/09/2018
BNT,1.74,91656670.68,01/09/2018
MONA,1.47,90999753.61,01/09/2018
FUN,0.01815,90937784.70,01/09/2018
GXC,1.51,90759108.07,01/09/2018
ZEN,19.34,89481000.65,01/09/2018
MANA,0.0796,83592616.57,01/09/2018
QASH,0.2385,83469825.98,01/09/2018
ELA,10.29,81574757.43,01/09/2018
NXT,0.07792,77838053.43,01/09/2018
TTU,0.804,77773043.83,01/09/2018
POWR,0.205,77591278.90,01/09/2018
GAS,7.62,77224465.26,01/09/2018
WAXP,0.08219,76509124.77,01/09/2018
AOA,0.02195,75958904.56,01/09/2018
KIN,0.00009972,75397485.22,01/09/2018
KNC,0.5547,74403401.27,01/09/2018
LOOM,0.1258,74333995.57,01/09/2018
XZC,13.33,73939587.16,01/09/2018
LRC,0.1289,73717842.99,01/09/2018
NULS,1.84,73516364.10,01/09/2018
TUSD,0.9993,72958076.29,01/09/2018
MCO,4.59,72421396.25,01/09/2018
CMT,0.1037,72087159.90,01/09/2018
PAY,0.6583,71961297.90,01/09/2018
THETA,0.1064,70656657.55,01/09/2018
PIVX,1.23,69855225.81,01/09/2018
ENG,0.9318,69729672.92,01/09/2018
EMC,1.59,66822013.78,01/09/2018
SUB,0.1646,63033447.78,01/09/2018
POLY,0.2228,62392060.08,01/09/2018
SYS,0.1142,61605988.24,01/09/2018
NOAH,0.001871,61158040.62,01/09/2018
NXS,1.04,60808053.23,01/09/2018
DROP,0.002772,59281302.91,01/09/2018
CTXC,0.3915,58637237.99,01/09/2018
ODE,0.3231,58198309.06,01/09/2018
VERI,28.52,58077239.27,01/09/2018
FCT,6.57,57421907.51,01/09/2018
DENT,0.003283,56601315.62,01/09/2018
GBYTE,79.05,52398282.57,01/09/2018
CVC,0.1509,51711700.99,01/09/2018
DRGN,0.2168,51677979.40,01/09/2018
BIX,0.5032,51497079.97,01/09/2018
ICN,0.5006,49520156.69,01/09/2018
SAI,1.00,49113315.21,01/09/2018
ETN,0.006289,49006658.61,01/09/2018
DDD,0.1107,48693372.27,01/09/2018
GTO,0.08929,47128682.88,01/09/2018
GRS,0.65,46016302.84,01/09/2018
STORJ,0.3348,45464601.44,01/09/2018
SKY,4.48,44787354.47,01/09/2018
MAN,0.2939,44089204.07,01/09/2018
SAN,0.7029,44044276.80,01/09/2018
STORM,0.009584,43221038.55,01/09/2018
SALT,0.5988,43057435.91,01/09/2018
WICC,0.2374,41636126.18,01/09/2018
VGX,0.5267,41380698.35,01/09/2018
RVN,0.02335,40032087.05,01/09/2018
GNO,35.09,38761226.24,01/09/2018
FSN,1.29,38348962.15,01/09/2018
IGNIS,0.04993,38006292.66,01/09/2018
VTC,0.8196,37530882.11,01/09/2018
DIG,0.0716,37450267.67,01/09/2018
REQ,0.05114,37090933.45,01/09/2018
NCASH,0.008028,37011349.23,01/09/2018
AUTO,0.005373,36401302.61,01/09/2018
NEXO,0.06435,36036798.41,01/09/2018
ZCL,7.58,36006829.12,01/09/2018
CENNZ,0.04529,35965322.22,01/09/2018
ENJ,0.04718,35905629.78,01/09/2018
SMART,0.03406,35892532.25,01/09/2018
RLC,0.4428,35454109.98,01/09/2018
NTY,0.0002401,35287545.74,01/09/2018
HPB,0.9444,35228846.20,01/09/2018
NEBL,2.54,34317914.74,01/09/2018
CVT,0.03204,33917823.96,01/09/2018
NMC,2.29,33709411.71,01/09/2018
PPC,1.33,33266813.51,01/09/2018
PZM,0.5744,32640459.47,01/09/2018
BRD,0.3667,32535818.97,01/09/2018
ACT,0.04937,32389099.98,01/09/2018
TEN,0.1614,32279556.99,01/09/2018
GO,0.06349,32033696.05,01/09/2018
CRPT,0.4014,31829006.47,01/09/2018
BLZ,0.1655,31638875.40,01/09/2018
